#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2024-06-19T10:09:25 [V7.33.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2024-06-19T10:09:25	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-oc.form=dec&-out.max=999999&-order=I&-out.src=J/ApJS/194/45/catalog&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/ApJS/194/45/catalog&-out=z&-out=logLbol&-out=FIRST&-out=F6cm&-out=logL5100&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.33.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_21940045
#Name: J/ApJS/194/45
#Title: QSO properties from SDSS-DR7 (Shen+, 2011)
#INFO	ivoid=ivo://cds.vizier/j/apjs/194/45	    IVOID of underlying data collection
#INFO	creator=Shen Y.	    First author or institution
#INFO	cites=bibcode:2011ApJS..194...45S	    Article or Data origin sources
#INFO	editor=Astrophysical Journal Supplement (AAS)	    Editor name (article)
#INFO	original_date=2011	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/194/45	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.21940045	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-01-05	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_194_45_catalog:
#Name: J/ApJS/194/45/catalog
#Title: Catalog of quasar properties from SDSS DR7
#Column	z	(F9.6)	SDSS-DR7 redshift (Cat. VII/260)	[ucd=src.redshift]
#Column	logLbol	(F6.3)	? Bolometric luminosity (2)	[ucd=phys.luminosity]
#Column	FIRST	(I2)	[-1/2] FIRST (Cat. VIII/90) radio flag (4)	[ucd=meta.note]
#Column	F6cm	(E10.3)	? Observed radio flux density at rest-frame 6cm	[ucd=phot.flux.density;em.radio.3-6GHz]
#Column	logL5100	(F6.3)	? Monochromatic luminosity at 5100{AA}	[ucd=phys.luminosity]
z|logLbol|FIRST|F6cm|logL5100
 1.036600|45.874| 0|          |
 3.055700|46.490| 0|          |
 0.491700|45.476| 0|          |44.509
 0.984800|46.235| 0|          |
 0.335200|45.241| 1| 2.464e+00|44.275
 1.607600|45.846| 0|          |
 1.727400|46.502| 0|          |
 1.205300|45.860| 0|          |
 1.015600|45.862| 0|          |
 2.313700|46.145|-1|          |
 1.883200|46.797| 0|          |
 0.971900|46.178|-1|          |
 0.821800|45.964| 1| 6.524e+00|45.235
 1.267600|45.728| 0|          |
 1.357800|46.240|-1|          |
 1.419400|45.829| 0|          |
 1.518100|46.061| 0|          |
 1.409000|46.293|-1|          |
 0.345800|45.070| 0|          |44.104
 1.809200|46.504|-1|          |
 1.655500|46.081| 0|          |
 1.277000|46.086| 0|          |
 1.358100|46.451| 0|          |
 1.290600|45.827| 0|          |
 0.810700|45.893| 1| 2.332e+00|44.900
 1.417500|46.324| 0|          |
 2.509000|46.645| 0|          |
 3.303200|46.607| 0|          |
 1.989400|47.132| 1| 1.092e+01|
 1.168000|45.812| 0|          |
 1.534600|46.049| 0|          |
 0.688200|45.145| 0|          |44.178
 1.571500|46.776| 0|          |
 1.170900|46.307|-1|          |
 1.052000|45.635| 0|          |
 1.228600|46.345| 0|          |
 2.518000|46.673| 0|          |
 0.554400|45.250| 0|          |44.283
 2.236500|46.022| 0|          |
 2.324000|47.022|-1|          |
 3.168200|46.490| 1| 3.723e+01|
 1.024600|46.073| 0|          |
 0.611200|45.323| 0|          |44.356
 1.519400|46.544|-1|          |
 0.864500|45.546| 0|          |44.696
 2.144400|46.639|-1|          |
 1.461000|46.367| 0|          |
 0.248300|45.267|-1|          |44.301
 1.781400|46.631| 0|          |
 0.377100|45.400|-1|          |44.433
 1.371100|45.736| 0|          |
 1.482200|46.315| 0|          |
 2.755900|46.773| 0|          |
 2.173200|46.391| 0|          |
 1.721100|46.589| 0|          |
 0.561000|45.559|-1|          |44.593
 2.046300|46.811|-1|          |
 1.378100|46.309| 1| 1.393e+01|
 0.349200|45.397| 0|          |44.431
 0.418600|45.768| 2| 4.443e+01|44.802
 1.663100|46.358| 0|          |
 2.081200|46.443| 0|          |
 1.823800|46.942|-1|          |
 0.577600|45.355| 1| 1.128e+02|44.389
 1.407000|46.452| 0|          |
 1.290700|45.524| 0|          |
 3.290000|46.664| 0|          |
 1.663100|46.278| 0|          |
 2.252300|46.468| 0|          |
 0.431000|45.355| 0|          |44.388
 1.055900|46.463|-1|          |
 1.171300|46.281| 0|          |
 0.589500|46.108| 0|          |45.141
 0.885000|46.161| 0|          |45.327
 0.941600|45.744| 0|          |
 0.569900|45.225| 0|          |44.258
 0.527400|45.407| 0|          |44.441
 2.236900|46.000| 0|          |
 0.647300|45.695| 0|          |44.728
 0.380700|45.386|-1|          |44.420
 1.907100|46.344| 1| 5.922e+00|
 0.310700|45.200|-1|          |44.234
 0.294900|45.136| 0|          |44.170
 0.516500|45.334| 0|          |44.368
 0.338500|45.101| 0|          |44.134
 1.160400|46.326| 0|          |
 1.423600|46.013| 0|          |
 0.446300|45.217| 0|          |44.250
 1.854400|46.792|-1|          |
 2.038700|46.387| 0|          |
 1.398400|46.164| 0|          |
 2.466100|46.896| 0|          |
 2.180800|46.733| 1| 4.524e+00|
 1.355000|45.664| 0|          |
 0.838000|46.405| 0|          |45.463
 1.662900|46.001| 0|          |
 1.297200|46.321| 0|          |
 1.714900|46.588| 0|          |
 1.014200|45.501| 0|          |
 0.879200|45.790| 0|          |44.839
 1.490200|45.866| 0|          |
 2.167100|47.029| 0|          |
 0.361000|45.734| 0|          |44.767
 1.175500|46.854|-1|          |
 0.974400|45.860| 0|          |
 0.866300|45.629| 0|          |44.339
 1.367400|45.972| 0|          |
 1.738800|46.255|-1|          |
 1.401300|46.502|-1|          |
 0.704900|44.908| 0|          |44.598
 1.617600|46.259| 0|          |
 2.281400|46.402| 0|          |
 1.025000|45.450| 0|          |
 1.161400|45.969| 0|          |
 1.552400|46.117| 0|          |
 4.193600|47.348| 1| 5.368e+00|
 1.911500|46.696| 1| 3.861e+00|
 0.437900|45.298| 0|          |44.331
 1.416700|45.549| 1| 1.844e+01|
 0.535500|45.998|-1|          |45.031
 1.389600|45.858| 0|          |
 1.067200|46.375| 0|          |
 0.789200|46.094| 0|          |45.015
 0.736500|45.610| 0|          |44.657
 2.044300|46.383| 0|          |
 0.452800|45.483| 0|          |44.516
 2.078900|46.389| 0|          |
 1.768300|46.054| 0|          |
 0.646600|45.986|-1|          |45.020
 1.646100|45.928| 0|          |
 0.858400|45.628| 0|          |44.681
 1.188800|45.749| 2| 1.157e+01|
 1.693600|46.536| 0|          |
 2.014900|46.837| 1| 1.966e+00|
 2.152600|46.175| 0|          |
 1.355000|46.434| 0|          |
 1.529200|46.560| 0|          |
 1.517100|45.932| 0|          |
 1.573100|45.982| 0|          |
 1.949000|46.412| 0|          |
 0.477700|45.540|-1|          |44.574
 0.564900|45.735|-1|          |44.769
 1.458200|45.955| 0|          |
 1.277200|45.907| 0|          |
 1.389700|46.269| 0|          |
 0.767100|45.897| 0|          |44.766
 1.722300|46.721| 0|          |
 2.138100|47.030| 0|          |
 1.666400|46.187| 0|          |
 1.025800|45.634| 0|          |
 1.852300|46.413| 0|          |
 1.507800|46.443| 0|          |
 0.787700|46.261|-1|          |45.286
 0.868600|45.688| 0|          |44.891
 2.176800|46.695| 0|          |
 0.727300|45.457| 0|          |44.439
 2.040000|46.414| 0|          |
 2.286900|46.834|-1|          |
 0.424000|45.432| 0|          |44.465
 1.777700|45.909| 0|          |
 0.566100|45.662|-1|          |44.696
 0.385300|45.337| 0|          |44.370
 1.441700|46.760| 0|          |
 1.288600|46.783| 1| 1.402e+00|
 2.806700|46.697| 0|          |
 1.828700|46.498| 1| 2.427e+02|
 1.492400|46.074| 0|          |
 1.647900|46.700| 0|          |
 1.383600|46.146| 0|          |
 2.310800|46.627| 0|          |
 0.826400|45.593| 2| 1.354e+01|44.797
 2.562700|46.505| 1| 7.462e+00|
 2.661300|46.599| 0|          |
 1.020500|46.080|-1|          |
 1.545600|47.177|-1|          |
 1.129100|45.336| 0|          |
 1.730800|46.003| 0|          |
 1.548000|46.627| 2| 1.217e+02|
 2.129800|46.933| 0|          |
 3.823800|47.267|-1|          |
 2.512700|46.180| 0|          |
 1.554500|46.671| 0|          |
 0.563400|45.145| 0|          |44.179
 0.760500|45.330| 0|          |44.512
 0.269200|45.285| 0|          |44.318
 1.563100|45.901| 0|          |
 1.629000|46.944|-1|          |
 1.382100|46.085| 0|          |
 2.268200|45.726| 0|          |
 2.061100|46.104| 0|          |
 0.164700|45.399| 0|          |44.433
 1.580300|46.523| 0|          |
 0.386100|45.152| 0|          |44.185
 1.678100|45.980| 0|          |
 0.877500|46.371| 0|          |45.562
 1.329100|46.274| 0|          |
 2.034800|46.784| 0|          |
 0.382000|45.147| 0|          |44.180
 1.540900|46.710| 1| 6.720e+00|
 1.946200|46.929|-1|          |
 0.732200|45.781|-1|          |44.769
 0.363200|45.244| 0|          |44.278
 1.568500|46.029| 0|          |
 0.421700|45.042| 0|          |44.076
 1.314600|46.176| 0|          |
 0.450800|45.142| 0|          |44.175
 0.467200|45.276| 0|          |44.309
 2.091000|46.638| 0|          |
 1.286800|45.786| 0|          |
 1.392900|45.642| 0|          |
 2.340500|46.079| 0|          |
 2.043200|46.438| 0|          |
 2.296100|46.330| 0|          |
 1.482300|46.629|-1|          |
 1.394000|45.906| 0|          |
 1.189500|46.171| 0|          |
 1.509300|46.054| 1| 9.083e+01|
 1.386000|46.302| 0|          |
 0.780000|45.436| 0|          |44.516
 1.780700|46.605| 0|          |
 1.243700|46.766| 0|          |
 0.712800|45.552| 0|          |44.841
 1.295700|46.029| 0|          |
 0.394800|45.512| 0|          |44.545
 1.376200|46.297|-1|          |
 3.715800|47.567| 0|          |
 0.360500|45.408| 0|          |44.442
 1.669800|46.572| 0|          |
 2.666000|46.972| 0|          |
 1.027400|45.510|-1|          |
 0.603900|45.406| 0|          |44.439
 1.014800|45.869| 1| 2.954e+00|
 1.054500|45.634| 0|          |
 1.127300|46.193|-1|          |
 2.754800|46.320| 0|          |
 1.979100|47.070|-1|          |
 4.325700|46.632|-1|          |
 2.016400|46.519| 0|          |
 1.777900|46.021| 0|          |
 1.286300|45.833| 0|          |
 0.389900|45.233| 0|          |44.266
 1.651400|46.804| 0|          |
 1.295700|46.296|-1|          |
 1.795400|46.487| 0|          |
 0.615500|45.405| 0|          |44.439
 1.434300|45.995|-1|          |
 1.792300|46.398| 0|          |
 1.628100|46.405|-1|          |
 1.309200|46.242| 0|          |
 1.145700|46.110| 0|          |
 2.141400|46.135| 0|          |
 0.359300|45.286| 0|          |44.319
 1.317500|46.254| 0|          |
 1.138100|45.649| 0|          |
 3.133600|46.693|-1|          |
 1.315500|46.289| 0|          |
 1.898100|46.223| 0|          |
 4.161200|46.921|-1|          |
 1.776700|46.462| 0|          |
 1.513700|46.238| 0|          |
 1.541500|46.104| 0|          |
 0.888900|45.523| 0|          |44.386
 0.767500|45.687| 0|          |44.836
 3.158700|46.509| 0|          |
 1.385200|46.351| 0|          |
 1.481100|46.282| 0|          |
 1.392100|46.391| 0|          |
 1.386800|45.996| 0|          |
 1.641800|46.466| 0|          |
 1.347900|46.482|-1|          |
 0.389400|45.159| 0|          |44.193
 2.762000|46.679| 0|          |
 1.177100|46.095|-1|          |
 1.649400|46.438| 0|          |
 0.769900|45.610| 0|          |44.673
 1.168700|45.679| 1| 1.063e+00|
 2.316600|46.678| 0|          |
 0.822800|45.856| 0|          |44.944
 3.613800|47.130| 0|          |
 1.545200|46.792| 0|          |
 1.083400|46.296| 0|          |
 0.220800|45.242|-1|          |44.275
 3.564500|47.579| 0|          |
 1.663700|45.892| 0|          |
 1.393000|45.972| 0|          |
 2.384600|45.884| 0|          |
 1.586100|46.467| 0|          |
 0.703100|45.512| 0|          |44.579
 1.087200|45.740| 0|          |
 2.128200|46.189| 0|          |
 0.843400|45.558| 0|          |44.708
 0.744300|45.312| 0|          |44.548
 2.095200|46.082| 0|          |
 0.960300|45.689| 0|          |
 1.111900|46.583| 0|          |
 0.584600|45.399| 0|          |44.432
 1.026500|45.734| 0|          |
 0.586200|45.320| 0|          |44.353
 0.930100|45.558|-1|          |
 0.845800|45.418| 0|          |44.703
 1.609500|46.496| 0|          |
 1.190400|45.853| 0|          |
 2.137600|46.623| 0|          |
 1.927300|46.311|-1|          |
 2.140600|47.154| 0|          |
 1.567400|46.447| 0|          |
 3.301700|47.271| 0|          |
 1.628000|46.007| 0|          |
 1.624800|46.255| 0|          |
 1.938700|46.317| 0|          |
 1.843100|46.648| 0|          |
 1.156100|45.756|-1|          |
 0.450900|45.261| 0|          |44.294
 1.020500|45.500| 0|          |
 1.704400|45.918| 0|          |
 1.589200|46.730| 0|          |
 1.117600|46.100| 0|          |
 1.512900|46.562| 0|          |
 1.618500|46.253| 0|          |
 2.120700|46.877| 0|          |
 1.805500|46.026|-1|          |
 1.809900|46.486| 0|          |
 2.607100|46.717| 1| 1.911e+02|
 0.721300|46.396| 0|          |45.623
 2.193700|46.471|-1|          |
 1.552700|46.048| 0|          |
 1.171800|46.161|-1|          |
 0.466100|45.627| 0|          |44.661
 1.334100|45.868| 0|          |
 1.452600|45.981| 0|          |
 1.280600|45.668| 0|          |
 2.045000|46.483| 0|          |
 1.849100|46.766|-1|          |
 0.564600|45.380| 0|          |44.413
 1.023000|46.318|-1|          |
 1.693500|46.194|-1|          |
 2.853800|46.187| 1| 3.507e+00|
 2.092000|46.402| 0|          |
 1.453100|46.408| 0|          |
 1.202300|46.102| 0|          |
 1.888500|46.812|-1|          |
 1.241300|46.457|-1|          |
 1.058200|46.181|-1|          |
 0.949700|46.165| 0|          |
 2.445800|46.388| 0|          |
 1.800500|46.580| 0|          |
 1.801700|46.221| 0|          |
 2.884400|46.669| 0|          |
 2.113300|46.299| 0|          |
 2.322100|46.910| 0|          |
 3.095000|46.537| 0|          |
 0.808600|46.265|-1|          |45.322
 0.217200|45.353| 0|          |44.386
 1.789400|46.101| 0|          |
 1.777400|46.586| 0|          |
 0.938700|45.612| 0|          |
 3.103300|46.724|-1|          |
 1.505200|46.177| 0|          |
 3.257000|47.296| 0|          |
 1.456700|46.354|-1|          |
 2.000500|46.108| 0|          |
 1.817300|46.372| 0|          |
 2.183400|46.643| 0|          |
 3.274300|46.794| 0|          |
 2.707500|45.943|-1|          |
 2.046800|46.669|-1|          |
 1.603600|46.604| 0|          |
 3.245600|46.630| 0|          |
 1.600100|46.109|-1|          |
 1.132300|46.376| 1| 6.728e-01|
 2.061200|46.508|-1|          |
 0.527100|45.519|-1|          |44.553
 0.388800|45.361| 0|          |44.394
 1.357400|45.945| 0|          |
 0.162700|45.748| 1| 1.353e+01|44.781
 1.861400|46.134| 0|          |
 1.386600|46.310|-1|          |
 0.503800|45.875|-1|          |44.908
 1.647100|46.107| 0|          |
 1.460400|46.151|-1|          |
 0.311700|45.178| 0|          |44.211
 1.561900|46.343| 0|          |
 0.701400|45.383| 0|          |44.509
 1.074800|46.267|-1|          |
 1.427400|46.199| 0|          |
 2.140500|46.653| 0|          |
 2.212600|46.284| 1| 3.319e+00|
 3.778400|46.708| 0|          |
 1.664500|45.905| 0|          |
 0.360400|45.661| 0|          |44.694
 1.556300|46.429| 0|          |
 1.654600|46.109|-1|          |
 1.293900|45.758|-1|          |
 0.877900|45.565|-1|          |44.550
 0.730500|44.984| 0|          |44.146
 1.410300|46.157| 2| 2.182e+00|
 1.942100|46.752| 1| 6.893e+00|
 1.566700|46.627| 0|          |
 1.861400|46.312|-1|          |
 0.393600|45.200| 0|          |44.233
 1.699200|46.263| 0|          |
 1.841400|46.876|-1|          |
 1.941000|46.516| 0|          |
 0.321000|45.203| 0|          |44.237
 1.676600|46.112| 0|          |
 0.481800|45.310|-1|          |44.343
 0.380000|45.172| 0|          |44.206
 1.376400|46.475| 0|          |
 2.853800|46.626| 0|          |
 1.041600|46.196| 0|          |
 0.489500|45.582| 1| 7.883e-01|44.615
 1.948200|46.331|-1|          |
 1.642400|46.071| 0|          |
 0.431900|45.760| 0|          |44.793
 1.813000|46.824|-1|          |
 1.315500|46.020| 0|          |
 1.655700|47.083|-1|          |
 0.882000|46.108|-1|          |45.193
 1.617100|46.674| 0|          |
 1.568600|46.601|-1|          |
 1.303500|46.351|-1|          |
 1.217000|46.110| 0|          |
 1.242000|46.149|-1|          |
 1.110700|46.272| 0|          |
 1.302100|46.781| 0|          |
 1.604000|46.169| 1| 5.974e+00|
 2.156200|46.446| 0|          |
 1.064600|46.293| 0|          |
 1.653300|46.658|-1|          |
 0.993300|46.259|-1|          |
 1.071800|46.026| 0|          |
 0.905700|46.096| 0|          |
 1.211200|46.684| 0|          |
 1.112200|45.657| 0|          |
 2.803200|46.709| 2| 5.839e+00|
 0.704700|45.391| 0|          |44.420
 1.714400|46.251| 0|          |
 1.070400|46.167| 0|          |
 1.248600|45.730| 0|          |
 0.603000|45.674| 0|          |44.708
 2.004200|46.851| 0|          |
 0.362500|45.511| 0|          |44.544
 1.586300|46.624| 0|          |
 1.330800|46.414|-1|          |
 0.660700|46.198| 0|          |45.231
 1.813700|46.307| 0|          |
 2.022900|46.445|-1|          |
 1.164300|46.028| 0|          |
 1.508700|46.284| 0|          |
 1.450000|46.157|-1|          |
 1.933400|46.450| 0|          |
 1.764500|46.391| 0|          |
 1.021400|46.233| 0|          |
 1.888300|45.916| 0|          |
 1.697300|46.110| 0|          |
 1.303500|45.903| 0|          |
 1.699100|47.014|-1|          |
 1.189800|46.717|-1|          |
 2.298300|46.707| 0|          |
 1.420600|45.894|-1|          |
 2.246000|46.665| 0|          |
 1.363400|46.016| 0|          |
 4.035500|46.697| 0|          |
 1.147700|46.123|-1|          |
 1.993800|46.456|-1|          |
 1.729900|46.179|-1|          |
 1.027900|45.641| 0|          |
 1.358900|46.066| 0|          |
 1.150200|46.289| 0|          |
 1.908600|46.355|-1|          |
 2.887300|46.696| 0|          |
 1.025700|45.888| 0|          |
 2.282100|46.167| 0|          |
 2.984700|46.501| 0|          |
 2.087300|46.289| 0|          |
 1.073500|46.421|-1|          |
 0.759600|45.374| 0|          |44.564
 1.916300|46.614| 0|          |
 1.119400|46.148|-1|          |
 3.640300|46.844| 0|          |
 1.692000|46.424| 1| 1.110e+01|
 2.114900|46.691| 0|          |
 0.741100|45.626| 0|          |44.808
 0.679300|45.553| 0|          |44.586
 0.676400|45.550| 0|          |44.583
 0.828800|45.734| 0|          |44.743
 1.689700|46.009| 0|          |
 0.979700|45.697|-1|          |
 2.267700|46.560| 0|          |
 0.501300|45.547| 0|          |44.580
 0.366700|45.273| 0|          |44.306
 1.297200|45.945| 0|          |
 1.721400|46.600| 0|          |
 3.499200|46.808| 0|          |
 0.366400|45.261| 2| 6.822e+01|44.295
 1.232400|46.380| 0|          |
 1.344900|46.020|-1|          |
 1.950300|46.459| 0|          |
 1.318300|46.067| 0|          |
 0.364100|45.196|-1|          |44.229
 1.597800|46.330| 0|          |
 1.328200|46.111| 0|          |
 1.609200|46.026| 0|          |
 0.377600|45.092| 0|          |44.126
 0.870300|45.627| 0|          |44.491
 1.278700|45.809| 0|          |
 1.791800|46.236| 0|          |
 2.909800|46.568| 0|          |
 2.366000|46.884| 0|          |
 1.401500|46.221| 0|          |
 1.338500|46.779|-1|          |
 1.842600|46.570| 0|          |
 1.332800|46.049|-1|          |
 0.339300|45.326| 0|          |44.359
 2.323900|46.428| 0|          |
 1.330200|46.230| 0|          |
 1.789100|46.638| 0|          |
 1.806800|46.260| 0|          |
 0.766500|45.675|-1|          |44.810
 1.956000|46.502| 0|          |
 1.485700|46.306| 0|          |
 1.989900|46.649| 0|          |
 2.761300|46.724|-1|          |
 1.853300|46.217| 0|          |
 2.317300|46.565| 0|          |
 3.055300|46.109| 0|          |
 0.553400|45.590| 0|          |44.624
 1.674200|46.310| 0|          |
 1.250000|45.718| 0|          |
 1.433200|46.268| 0|          |
 1.855200|46.776|-1|          |
 2.174200|46.688| 0|          |
 1.895200|46.704|-1|          |
 3.302000|47.065| 0|          |
 1.725100|46.344| 0|          |
 0.967100|46.163|-1|          |
 1.740700|46.509| 0|          |
 0.435600|45.306| 0|          |44.340
 1.066000|46.003| 0|          |
 1.188100|46.426| 0|          |
 1.325700|45.761| 0|          |
 4.173400|47.187| 0|          |
 1.584000|45.886| 2| 6.324e+01|
 2.291000|46.957| 0|          |
 1.021400|45.745| 0|          |
 2.172500|46.308| 0|          |
 1.579500|46.838| 0|          |
 2.008200|45.920| 0|          |
 0.591200|45.705| 0|          |44.738
 1.926700|45.910| 0|          |
 2.030000|45.937| 0|          |
 2.419000|46.457| 0|          |
 0.990200|45.855| 0|          |
 1.923900|46.186| 0|          |
 1.743500|46.477| 0|          |
 0.547700|45.409| 0|          |44.442
 0.743400|45.902| 0|          |44.987
 1.983400|46.369| 0|          |
 1.636900|46.340| 0|          |
 0.559000|45.244| 0|          |44.277
 1.652400|46.589| 0|          |
 0.547600|45.319| 0|          |44.353
 1.712700|46.276|-1|          |
 1.599000|46.409|-1|          |
 1.772000|46.407| 0|          |
 1.653200|46.603|-1|          |
 1.189800|45.580| 0|          |
 0.435100|45.172| 0|          |44.206
 0.946000|45.605|-1|          |
 2.892100|46.161| 0|          |
 2.054300|46.404|-1|          |
 1.950000|46.612| 0|          |
 2.025000|46.492| 0|          |
 1.769900|46.384| 0|          |
 1.770600|46.338|-1|          |
 1.004300|45.956| 1| 2.153e+00|
 0.704300|46.225| 0|          |45.258
 1.385200|46.240| 0|          |
 0.748000|44.875| 0|          |44.083
 0.677900|45.611| 0|          |44.644
 1.188400|46.443| 1| 2.389e+00|
 2.170600|46.887|-1|          |
 0.932600|45.942| 0|          |
 1.828100|46.435| 0|          |
 1.818400|46.716| 0|          |
 3.935700|46.970| 0|          |
 1.157100|46.167|-1|          |
 0.600500|45.397| 0|          |44.431
 0.440300|45.472| 0|          |44.505
 0.749200|45.877| 1| 1.071e+00|45.001
 0.623800|46.204| 0|          |45.238
 1.287800|46.018|-1|          |
 2.781400|46.559| 0|          |
 1.490400|46.788| 0|          |
 1.576000|46.535| 0|          |
 2.880000|46.425| 0|          |
 2.125500|46.342| 0|          |
 1.469900|46.848| 0|          |
 3.259100|46.624|-1|          |
 2.626700|46.376| 0|          |
 3.085900|46.910|-1|          |
 1.566300|46.387|-1|          |
 1.494500|46.665| 0|          |
 1.833200|46.289| 0|          |
 2.035600|46.816| 0|          |
 2.586000|46.458| 0|          |
 1.954600|46.347| 0|          |
 3.605300|46.586| 0|          |
 1.291700|46.568| 0|          |
 1.583100|46.133| 0|          |
 2.232500|46.887| 0|          |
 2.446900|46.314|-1|          |
 1.318900|46.234|-1|          |
 1.611700|46.409| 2| 1.891e+01|
 0.783800|46.092|-1|          |45.245
 2.418700|46.386|-1|          |
 1.969900|46.143| 0|          |
 1.099700|45.910| 0|          |
 2.294000|46.350|-1|          |
 1.597600|46.097| 0|          |
 0.606400|45.497| 0|          |44.530
 1.881400|46.379| 0|          |
 2.071600|45.984|-1|          |
 1.343000|46.092| 0|          |
 1.715400|46.537|-1|          |
 1.781400|46.140| 0|          |
 1.383700|46.450| 0|          |
 0.646100|45.346| 0|          |44.380
 1.246100|46.441| 0|          |
 2.385000|46.335| 0|          |
 1.398900|46.728|-1|          |
 1.433900|46.289| 0|          |
 1.427600|46.077| 0|          |
 0.854400|45.844|-1|          |45.113
 1.513600|46.104| 0|          |
 1.701900|46.361| 0|          |
 0.121600|44.883| 0|          |43.916
 1.981200|46.126| 0|          |
 0.760500|45.395| 0|          |44.564
 2.099600|46.812|-1|          |
 0.676400|45.689| 0|          |44.723
 1.108000|46.148| 0|          |
 0.960900|46.026| 0|          |
 1.835900|46.127| 0|          |
 1.126300|45.792| 1| 1.178e+00|
 1.586800|46.605|-1|          |
 1.342600|46.420| 0|          |
 1.629800|46.092|-1|          |
 0.955700|45.717|-1|          |
 1.442400|46.552| 0|          |
 1.492200|45.496| 0|          |
 2.360800|47.003| 0|          |
 1.866600|46.723| 0|          |
 0.378100|45.107| 0|          |44.141
 0.803300|45.005| 0|          |43.836
 2.237100|46.587| 0|          |
 1.566000|45.922| 0|          |
 3.361400|46.709| 0|          |
 1.365700|46.624| 0|          |
 1.101700|46.082| 0|          |
